name,extID,minswitches,minduration
HERBOLZHEIM(JAGST) (Germany),008029640,1,6.633333333333334
HERBORN(DILLKR) (Germany),008011573,1,5.266666666666667
HOLZHEIM(B NEUSS) (Germany),008015276,1,5.2
ERPOLZHEIM (Germany),008019353,2,5.666666666666667
EICHOLZHEIM (Germany),008014153,1,6.133333333333334
REICHOLZHEIM (Germany),008029772,2,6.116666666666666
HERXHEIM AM BERG (Germany),008039280,2,5.65
MEITINGEN-HERBERTSH. (Germany),008002064,1,5.1
FLECHTINGEN (Germany),008024048,1,2.1666666666666665
HERMENTINGEN (Germany),008047021,2,7.266666666666667
HERMARINGEN (Germany),008029707,2,6.066666666666666
WINDECK-HERCHEN (Germany),008015593,1,5.533333333333333
HERNE-WANNEEICKELHBF (Germany),008010127,1,4.316666666666666
HERMSDORF-KLOSTERLAUSNITZ (Germany),008016414,1,2.45
HERINGSDORF (USEDOM) (Germany),008044408,1,3.816666666666667
HERMSDORF(DRESDEN) (Germany),008006197,1,2.533333333333333
HERFORD (Germany),008013593,0,2.816666666666667
HEROLDSBERG NORD (Germany),008004378,2,3.716666666666667
HERINGEN(HELME) (Germany),008016507,1,2.6166666666666667
WINCHERINGEN (Germany),008025191,2,8.083333333333334
HERNE (Germany),008010038,1,4.316666666666666
WILHERMSDORF (Germany),008022492,1,3.8
KRUMHERMSDORF (Germany),008006063,2,3.7
WILHERMSDORF MITTE (Germany),008009840,1,3.8666666666666667
HERNE-BOERNIG (Germany),008010067,1,4.55
HERRENBERG ZWERCHWEG (Germany),008060919,2,6.616666666666666
OBERFERRIEDEN (Germany),008022350,1,3.4833333333333334
HERRNBURG (Germany),008027002,1,3.1666666666666665
HERRSCHING (Germany),008020342,2,4.983333333333333
VELDEN(B HERSBRUCK) (Germany),008022305,1,3.6666666666666665
HERTEN(BADEN) (Germany),008014460,1,7.333333333333333
STRASSBERG(HARZ) (Germany),008059837,2,4.85
HEROLDSBERG (Germany),008022218,2,3.65
HERZOGENRATH (Germany),008015190,1,5.983333333333333
HERZOGENRATH-KOHLSCH (Germany),008015195,1,6.133333333333334
HERZOGENRATH-AUGUST-SCHMIDT-PLATZ (Germany),008084539,2,6.333333333333333
HESSISCH OLDENDORF (Germany),008013432,1,3.1333333333333333
OBERLICHTENAU (Germany),008006326,2,3.1166666666666667
LICHTENFELS-SCHNEY (Germany),008022813,2,3.7666666666666666
LICHTENFELS (Germany),008022056,1,3.05
LICHTENTHAL (Germany),008026468,3,6.6
BERLIN-LICHTENRADE (Germany),008003119,0,Inf
ROSTOCK-LICHTENHAGEN (Germany),008027095,1,4.166666666666667
STADTOLDENDORF (Germany),008013332,2,3.3333333333333335
WARENDORF-EINEN-MUESSINGEN (Germany),008023973,1,4.25
WALLDORF(HESS) (Germany),008011211,1,4.483333333333333
BORSDORF(HESS) (Germany),008011395,2,5.483333333333333
HESEDORF (Germany),008058584,3,3.6166666666666667
ASCHENDORF (Germany),008021084,1,5.066666666666666
NORDENDORF (Germany),008002062,1,4.533333333333333
HETTSTEDT (Germany),008024230,1,2.966666666666667
VOIGTSTEDT (Germany),008016478,1,2.8333333333333335
FROETTSTAEDT (Germany),008016066,1,2.25
HENSTEDT-ULZBURG (Germany),008040414,2,2.8666666666666667
KLEINHEUBACH (Germany),008022641,2,5.683333333333334
HEUSENSTAMM (Germany),008011161,2,5.083333333333333
OBERMAUBACH (Germany),008088417,2,6.783333333333333
HEUDEBER-DANSTEDT (Germany),008024153,1,2.966666666666667
KONSTANZ-PETERSHAUSEN (Germany),008014584,1,8.016666666666667
HILCHENBACH (Germany),008008334,2,5.933333333333334
HILCHENBACH-HILLNHUE (Germany),008008612,2,5.833333333333333
HILCHENBACH-STIFT K. (Germany),008008335,2,5.883333333333334
HILCHENBACH-VORMW.D. (Germany),008008625,2,6.066666666666666
HILCHENBACH-VORMWALD (Germany),008008333,2,6.183333333333334
BUECHENBACH (Germany),008022378,1,3.283333333333333
FURSCHENBACH (Germany),008040106,2,6.3
UNTERREICHENBACH (Germany),008029468,2,6.433333333333334
STEINHAUSEN-NEUBURG (Germany),008027116,1,2.85
HILDEN (Germany),008008123,1,4.966666666666667
HILDEN SUED (Germany),008008124,1,4.95
OBERBETTINGEN-HILLESHEIM (Germany),008025035,1,6.35
HILPOLTSTEIN (Germany),008022384,2,4.15
KOBLENZ-EHRENBREITSTEIN (Germany),008019498,2,6.6
UNTERSTEINACH(B STADTSTEINACH) (Germany),008022015,2,3.8333333333333335
HIRSCHAID (Germany),008022129,1,3.0166666666666666
HIRSCHFELDE (Germany),008047975,1,3.1333333333333333
HIRSCHFELDEN (Germany),008002229,1,6.033333333333333
HIRSCHHORN(NECKAR) (Germany),008014119,1,5.683333333333334
HIRSCHHORN(PFALZ) (Germany),008019695,2,6.183333333333334
HITZACKER (Germany),008001147,1,3.566666666666667
HUBACKER (Germany),008014300,1,6.666666666666667
MUEHLACKER (Germany),008029006,1,5.883333333333334
HITTFELD (Germany),008001231,1,2.2
HOCHHEIM(MAIN) (Germany),008011122,2,4.75
NEUSTADT(AISCH)MITTE (Germany),008085071,1,3.5166666666666666
NEUSTADT(AISCH)BAHNHOF (Germany),008022500,1,3.3
WEIL DER STADT (Germany),008029448,2,6.483333333333333
HOECHSTAEDT(DONAU) (Germany),008002076,1,4.65
ROSENHEIM HOCHSCHULE (Germany),008096780,2,5.383333333333334
HOCKERODA (Germany),008016337,1,3.6666666666666665
HOF HBF (Germany),008026002,1,3.816666666666667
HOF-NEUHOF (Germany),008026004,2,4.066666666666666
HOFELD (Germany),008025294,2,6.966666666666667
HOFGEISMAR (Germany),008005180,1,3.85
HOFGEISMAR-HUEMME (Germany),008005174,2,3.95
HOFHEIM (RIED) (Germany),008011252,2,4.983333333333333
IDSTEIN(TAUNUS) (Germany),008011488,1,4.916666666666667
UNTERHECKENHOFEN (Germany),008022397,1,3.75
UNTERSCHLEISSHEIM (Germany),008020559,2,4.516666666666667
KREFELD-HOHENBUDBERG CHEMPARK (Germany),008015055,1,4.75
HOHENBRUNN (Germany),008020241,2,4.65
HOHENBOCKA- (Germany),008007807,1,2.3666666666666667
HOHEN NEUENDORF(B BERLIN) (Germany),008024965,0,Inf
ROTHENBURG OB DER TAUBER (Germany),008022698,2,4.633333333333334
HOHENSCHAEFTLARN (Germany),008020508,2,4.466666666666667
HOHENLEUBEN (Germany),008016740,1,2.95
LOITSCH-HOHENLEUBEN (Germany),008016736,1,2.8666666666666667
HOHENLEIPISCH (Germany),008004349,0,1.7666666666666666
HOHENTHURM (Germany),008023153,1,1.2166666666666666
HOHENDORF (Germany),008044424,1,2.783333333333333
HOHENRODA (Germany),008023397,1,1.8666666666666667
HOHENEGGELSEN (Germany),008013264,1,2.3
HOHEN NEUENDORF WEST (Germany),008003562,1,Inf
NEUENDORF(NL)-TEICHL (Germany),008004058,0,1.5833333333333333
NEUFRA(HOHENZ) (Germany),008047018,2,7.583333333333333
NEUDIETENDORF (Germany),008016048,1,1.9166666666666667
NEUDORF-PLATENDORF (Germany),008013171,1,2.316666666666667
ERNSTTHAL AM RENNSTEIG (Germany),008016351,1,4.95
HOHENSTADT(MITTELFR) (Germany),008022308,1,3.466666666666667
HOHENSUELZEN (Germany),008023792,2,5.966666666666667
HOHENWESTEDT (Germany),008046173,2,3.3
OBERLAHNSTEIN (Germany),008019504,1,6.25
NIEDERLAHNSTEIN (Germany),008019501,1,6.25
OBERLAHNSTEIN KD (Germany),008079914,1,6.25
ERZHAUSEN (Germany),008011283,1,4.9
BERATZHAUSEN (Germany),008026302,1,4.133333333333334
ETTERZHAUSEN (Germany),008026298,2,4.65
DIETZHAUSEN (Germany),008016193,1,2.95
STERZHAUSEN (Germany),008005321,2,4.816666666666666
REINFELD(HOLST) (Germany),008001681,1,2.45
BERLIN-SCHOENHOLZ (Germany),008085787,0,Inf
HOLZBUETTGEN/KAARST (Germany),008087760,1,5.316666666666666
HOLZMINDEN (Germany),008013330,2,3.716666666666667
HOLTENSEN/LINDERTE (Germany),008013514,1,2.7
HOLZKIRCHEN (Germany),008020276,2,4.7
HOLZHAU (Germany),008046279,2,4.716666666666667
MINDEN(WESTF) (Germany),008013578,0,2.6666666666666665
LAUFFEN(NECKAR) (Germany),008029614,1,5.85
HORNSTORF (Germany),008027114,1,2.75
WATZENBORN-STEINBERG (Germany),008011417,2,5.116666666666666
HOERSTEL (Germany),008021159,1,4.1
HAMBURG KORNWEG(KLEIN BORSTEL) (Germany),008001116,2,2.25
HORST(HOLST) (Germany),008004949,1,2.783333333333333
HOERSTMAR(LIPPE) (Germany),008013485,1,3.5833333333333335
ESSEN-HORST (Germany),008010258,1,4.533333333333333
HOEXTER-GODELHEIM (Germany),008013326,2,3.966666666666667
HOEXTER-LUECHTRINGEN (Germany),008013328,2,3.816666666666667
HOEXTER-OTTBERGEN (Germany),008013325,1,4.033333333333333
HOEXTER RATHAUS (Germany),008013338,2,3.8833333333333333
HILTER (Germany),008021482,1,4.416666666666667
HOYERSWERDA (Germany),008004318,1,2.5833333333333335
HOYERSWERDA-NEUSTADT (Germany),008091359,2,2.9
NACHTERSTEDT-HOYM (Germany),008024167,1,2.433333333333333
WERDAU (Germany),008006700,1,2.8333333333333335
WERDAU NORD (Germany),008006699,2,2.8
HUECKELHOVEN-BAAL (Germany),008015185,1,5.633333333333334
HUECKELHOVEN-BRACHEL (Germany),008015186,1,5.783333333333333
PETERSHAGEN(UCKERM) (Germany),008028358,1,1.55
HODENHAGEN (Germany),008013677,1,2.8833333333333333
REMAGEN (Germany),008019001,1,5.733333333333333
HUEFINGEN MITTE (Germany),008014400,2,8.116666666666667
PFAEFFINGEN (Germany),008029331,2,6.866666666666666
HUENFELD (Germany),008005642,1,3.783333333333333
HENFENFELD (Germany),008022328,1,3.45
LEINFELDEN (Germany),008029369,2,6.066666666666666
HUNGEN (Germany),008011392,2,5.35
HUNGEN-TRAIS-HORLOFF (Germany),008011393,2,5.433333333333334
LEHRTE (Germany),008013540,1,2.45
HUSUM (Germany),008001552,0,4.216666666666667
UPHUSUM (Germany),008088761,1,5.183333333333334
HUSBY (Germany),008001401,2,4.533333333333333
IBBENBUEREN (Germany),008021162,1,3.9833333333333334
IBBENBUEREN-ESCH (Germany),008021160,1,4.05
IBBENBUEREN-LAGGENBECK (Germany),008021163,1,3.933333333333333
BERLIN-HOHENSCHOENHAUSEN (Germany),008003238,0,Inf
IMMENHAUSEN (Germany),008005182,2,3.683333333333333
REICHERTSHAUSEN(ILM) (Germany),008020448,1,4.666666666666667
IDAR-OBERSTEIN (Germany),008025279,1,6.416666666666667
IDAR-OBERST-FISCHBAC (Germany),008025276,2,6.5
IDSTEIN-WOERSDORF (Germany),008011489,1,5.333333333333333
ISTEIN (Germany),008014421,1,7.216666666666667
ILLERTISSEN (Germany),008002241,1,5.966666666666667
WILLEBADESSEN (Germany),008008526,1,4.45
ILMENAU-RODA (Germany),008016276,1,2.9
ILMENAU POERLITZER HOEHE (Germany),008016275,1,2.95
AUMENAU (Germany),008011446,1,5.85
ILSENBURG (Germany),008024487,1,3.1333333333333333
ISENBURG NEU (Germany),008011092,1,4.6
WIESENBURG(MARK) (Germany),008003412,0,1.1666666666666667
VILSHOFEN(NIEDERBAY) (Germany),008026488,1,5.8
WALPERTSHOFEN- (Germany),008020453,2,4.65
HAUPELTSHOFEN (Germany),008002220,2,6.1
IMMENSEN-ARPKE (Germany),008013028,1,2.4166666666666665
ZAISENHAUSEN (Germany),008014098,2,6.616666666666666
DEDENHAUSEN (Germany),008013026,1,2.283333333333333
IMMENREUTH (Germany),008026087,2,4.55
MARKELFINGEN (Germany),008014580,2,8.033333333333333
GAUSELFINGEN (Germany),008047017,2,7.616666666666666
INGELHEIM (Germany),008019046,1,5.516666666666667
SALZGITTER-RINGELHEIM (Germany),008013309,1,2.15
INGOLSTADT NORD (Germany),008020407,1,3.6
NEUSTADT(HOLST) (Germany),008001644,2,3.533333333333333
RUDOLSTADT(THUER) (Germany),008016333,1,3.0166666666666666
RUDOLSTADT-SCHWARZA (Germany),008016330,1,3.0833333333333335
ISERLOHN-KALTHOF (Germany),008008019,1,4.416666666666667
ISERLOHN-LETMATHE (Germany),008008290,1,4.3
ISERLOHN-LETMATHE D. (Germany),008008239,1,4.483333333333333
ISERLOHNERHEIDE (Germany),008008020,1,4.516666666666667
ISERNHAGEN (Germany),008013691,1,2.4
HAMBURG-ISERBROOK (Germany),008001101,2,2.45
WANGEN(ALLGAEU) (Germany),008029207,2,6.766666666666667
KEMPTEN(ALLGAEU)HBF (Germany),008002307,1,5.383333333333334
KEMPTEN(ALLGAEU)OST (Germany),008002309,2,5.9
MARTINSZELL(ALLGAEU) (Germany),008002340,1,5.883333333333334
ROETHENBACH(ALLGAEU) (Germany),008002349,1,6.4
ISSELHORST-AVENWEDDE (Germany),008013605,1,3.3666666666666667
WESSELBUREN (Germany),008046165,1,4.233333333333333
ITZEHOE (Germany),008001495,0,2.95
ITZELBERG (Germany),008029700,2,5.616666666666666
JENA (Germany),008036672,1,2.1
JENA-GOESCHWITZ (Germany),008016321,1,2.2
JENA WEST (Germany),008016418,1,2.1
JENA SAALBF (Germany),008016319,1,2.466666666666667
JENA PARADIES (Germany),008016320,1,2.45
JENA-ZWAETZEN (Germany),008016318,1,2.4166666666666665
JESSNITZ(ANH) (Germany),008023166,1,1.2166666666666666
JEVER (Germany),008021669,2,4.983333333333333
ANTONSTHAL (Germany),008006668,2,4.55
LUDWIGSTHAL (Germany),008026481,2,6.5
VERINGENSTADT (Germany),008047022,2,7.2
HOCHSTADT-MARKTZEULN (Germany),008022053,1,3.216666666666667
Muenchen City (Germany),008099999,0,3.783333333333333
MUENCHEN-PASING (Germany),008020286,0,4.15
MUENCHEN OST (Germany),008020234,2,4.083333333333333
JUECHEN (Germany),008015304,1,5.5
BUECHEN (Germany),008001054,0,1.6666666666666667
JUECHEN-HOCHNEUKIRCH (Germany),008015239,1,5.566666666666666
JUELICH (Germany),008088407,2,6.233333333333333
JUELICH-NORD (Germany),008088232,2,6.3
JUELICH-BROICH (Germany),008088231,2,6.366666666666666
JUELICH FORSCHUNGSZENTRUM (Germany),008088408,2,6.183333333333334
JUELICH-SELGERSDORF (Germany),008088409,2,6.15
JUETERBOG (Germany),008003449,0,Inf
KAARST-BUETTGEN (Germany),008015162,1,5.183333333333334
KAARST IKEA (Germany),008087758,1,5.283333333333333
KAARSTER SEE (Germany),008087761,1,5.383333333333334
KAARSTER BAHNHOF (Germany),008087759,1,5.35
KARSTAEDT (Germany),008027323,0,1.75
KAHLA(THUER) (Germany),008016323,1,2.7333333333333334
KAHL(MAIN) (Germany),008011175,1,4.583333333333333
KAHL KOPP/HEIDE (Germany),008020924,1,4.833333333333333
KAISERSESCH (Germany),008025070,2,6.966666666666667
KALL (Germany),008015433,1,5.733333333333333
SCHMALKALDEN (Germany),008016154,2,3.55
MITTELSCHMALKALDEN (Germany),008016152,2,3.5
NIEDERSCHMALKALDEN (Germany),008016151,2,3.45
KALDENKIRCHEN (Germany),008015131,1,5.283333333333333
KALTENWEIDE LANGENH. (Germany),008013687,1,2.433333333333333
NORDHEIM(WUERTT) (Germany),008029625,1,6.2
KAMEN (Germany),008010027,1,3.6166666666666667
KAMEN-METHLER (Germany),008010334,1,3.6666666666666665
KAMENZ(SACHS) (Germany),008006184,1,2.6333333333333333
KANDEL (Germany),008019471,1,5.666666666666667
KAPPELRODECK (Germany),008040105,2,6.233333333333333
KAPPELRODECK OST (Germany),008029633,2,6.4
KARBEN-OKARBEN (Germany),008011155,2,4.85
KARLSRUHE HBF (Germany),008014228,0,5.283333333333333
KARLSRUHE-DURLACH (Germany),008014043,1,5.566666666666666
KARLSRUHE-MAXAU (Germany),008032638,3,5.966666666666667
KARLSRUHE WEST (Germany),008014095,2,5.7
KARLSRUHE ALBTALBAHNHOF (Germany),008040606,2,5.416666666666667
KARLSRUHE BAHNHOFSVORPLATZ (Germany),008014231,2,5.666666666666667
KARLSRUHE-KNIELINGEN (Germany),008014081,2,5.766666666666667
KARLSTADT(MAIN) (Germany),008022546,1,4.2
KASSEL HBF (Germany),008005361,1,3.3
KASSEL-HARLESHAUSEN (Germany),008005185,2,3.4833333333333334
KASSEL HBF (TIEF) (Germany),008010737,1,3.316666666666667
KASSEL-JUNGFERNKOPF (Germany),008085294,2,3.5166666666666666
KASSEL-OBERZWEHREN (Germany),008005367,1,3.1333333333333333
KATZENFURT (Germany),008011568,1,5.25
KATZWANG (Germany),008022374,1,3.3333333333333335
KATZWEILER (Germany),008019704,2,6.116666666666666
KATZHUETTE (Germany),008016304,2,3.683333333333333
KATTENES (Germany),008025098,2,6.566666666666666
KAUB (Germany),008019510,1,5.683333333333334
KAUFERING (Germany),008002188,1,4.716666666666667
KEHL (Germany),008014292,1,6.583333333333333
KEHL-KORK (Germany),008014291,1,6.516666666666667
"BAHNHOF, KEHL (Germany)",008014708,2,12.916666666666666
RIEDSTADT-WOLFSKEHLEN (Germany),008011245,1,4.883333333333334
KELKHEIM (Germany),008036768,1,5.083333333333333
KELLMUENZ (Germany),008002244,1,6.133333333333334
KELKHEIM-HORNAU (Germany),008036771,1,5.133333333333334
KELKHEIM-MUENSTER (Germany),008036766,1,5.05
BELLHEIM AM MUEHLBUCKEL (Germany),008092076,2,6.266666666666667
SCHWAIKHEIM (Germany),008029573,2,5.633333333333334
OERLINGHAUSEN (Germany),008013489,1,3.283333333333333
SIEDLINGHAUSEN (Germany),008008558,1,5.566666666666666
RECKLINGHAUSEN SUED (Germany),008010140,1,4.7
POELLING (Germany),008022352,1,3.6166666666666667
FENSTERBACH-FREIHOELS (Germany),008026188,1,4.466666666666667
LAUTERBACH-STEINBACH (Germany),008047980,1,2.45
NIEMBERG (Germany),008023125,1,1.7333333333333334
NEUSALZA-SPREMBERG (Germany),008006125,1,3.4833333333333334
KEMNATH-NEUSTADT (Germany),008026148,2,4.15
DRESDEN-KEMNITZ (Germany),008006240,1,3.1
KEMPEN(NIEDERRHEIN) (Germany),008015030,1,5.2
KEMPTEN-ST MANG (Germany),008002312,2,5.883333333333334
KENZINGEN (Germany),008014327,1,6.433333333333334
NENZINGEN (Germany),008045015,2,8.4
ERGENZINGEN (Germany),008029397,1,6.65
MONZINGEN (Germany),008025270,2,6.216666666666667
KENZ (Germany),008028527,2,3.75
KERPEN-HORREM (Germany),008015327,1,5.116666666666666
KERPEN-SINDORF (Germany),008015328,1,5.166666666666667
KERPEN-BUIR (Germany),008015329,1,5.283333333333333
KETTWIG (Germany),008010234,1,4.5
KEVELAER (Germany),008015021,1,5.6
KIEL HBF (Germany),008001304,1,3.3
KIEL-RUSSEE (Germany),008098661,2,3.9166666666666665
KIEL-ELMSCHENHAGEN (Germany),008001374,2,3.5166666666666666
KIEL-HASSEE CITTI-PARK (Germany),008007221,2,3.55
KIEL-OPPENDORF (Germany),008048905,2,3.6666666666666665
BRUEHL-KIERBERG (Germany),008015419,1,5.383333333333334
KIEBINGEN (Germany),008029321,1,6.866666666666666
KINDSBACH (Germany),008019707,1,6.066666666666666
CHEMNITZ KINDERWALDSTAETTE (Germany),008006327,2,3.066666666666667
KINDING(ALTMUEHLTAL) (Germany),008072242,1,3.4
KIRCHBERG(MURR) (Germany),008029595,2,5.516666666666667
KIRCHEN (Germany),008019637,1,6.066666666666666
KIRCHENLAIBACH (Germany),008026089,1,4.033333333333333
KIRCHENLAMITZ OST (Germany),008026049,2,4.9
KIRCHENTELLINSFURT (Germany),008029315,2,6.8
EFRINGEN-KIRCHEN (Germany),008014422,1,7.266666666666667
KIRCHEHRENBACH (Germany),008022146,2,4.1
KIRCHHUNDEM (Germany),008008261,1,5.216666666666667
KIRCHHORSTEN (Germany),008013573,1,3.2666666666666666
KIRCHHEIM(WEINSTR) (Germany),008019351,2,5.716666666666667
KIRCHHEIM(TECK)SUED (Germany),008029288,3,6.566666666666666
KIRN (Germany),008025273,1,6.233333333333333
KIRNSULZBACH (Germany),008025275,2,6.45
KIRNBACH-GRUEN (Germany),008041205,1,7.383333333333334
KIRCHSEEON (Germany),008020204,2,4.65
KIRKEL (Germany),008025462,2,6.4
BRIGACHTAL KIRCHDORF (Germany),008071993,2,7.633333333333334
RADEBEUL-ZITZSCHEWIG (Germany),008006225,2,2.9833333333333334
WESTEWITZ-HOCHWEITZSCHEN (Germany),008006265,1,2.466666666666667
ZSCHERBEN (Germany),008023044,1,1.5333333333333334
KLEVE (Germany),008015004,1,6.1
KLEINJENA (Germany),008016650,2,2.183333333333333
KLINGENBERG(MAIN) (Germany),008022639,2,5.15
KLINGENBERG-COLMNITZ (Germany),008006345,2,3.683333333333333
RHEINBERG-MILLINGEN (Germany),008015097,1,5.183333333333334
ZWINGENBERG(BERGSTR) (Germany),008011303,1,4.7
KLINGE (Germany),008004342,1,1.6166666666666667
KNITTLINGEN-KLEINVILLARS (Germany),008065446,2,6.133333333333334
ITTLINGEN (Germany),008014190,1,6.166666666666667
KOBLENZ-GUELS (Germany),008025094,2,6.316666666666666
KOBLENZ-LUETZEL (Germany),008019013,1,6.7
KOBLENZ-MOSELWEISS (Germany),008025093,2,6.25
KOBLENZ STADTMITTE (Germany),008091873,1,6.166666666666667
KOLBERMOOR (Germany),008020251,2,4.983333333333333
KOLLNAU (Germany),008014339,1,6.916666666666667
KOLOMAN ST (Germany),008020075,2,4.966666666666667
KOLKWITZ (Germany),008004017,0,1.2833333333333334
KOELLEDA (Germany),008016676,2,2.5833333333333335
BAYERBACH (Germany),008026521,2,6.55
KOENIGSBRUECK (Germany),008006204,1,3.033333333333333
KOENIGSBORN (Germany),008024119,1,1.9166666666666667
KOENIGSBACH(BADEN) (Germany),008029505,1,6.183333333333334
POMMELSBRUNN (Germany),008022326,1,3.6333333333333333
HOEHENKIRCHEN-SIEGERTSBRUNN (Germany),008020242,2,4.716666666666667
UNNA-KOENIGSBORN (Germany),008010074,2,4.083333333333333
KOENIGSLUTTER (Germany),008013232,1,2.216666666666667
KOENIGSTEIN(TAUNUS) (Germany),008036785,1,5.266666666666667
KOENIGSTEIN-SCHNEIDH (Germany),008036784,1,5.2
KOENIGSTEIN(SAECHS SCHW) (Germany),008006008,1,2.433333333333333
KOENIGSWINTER (Germany),008015582,1,5.65
KOENIGSWINTER-NIEDER (Germany),008015581,1,5.616666666666666
KOENIGS WUSTERHAUSEN (Germany),008003376,0,Inf
WUSTERHAUSEN(DOSSE) NE (Germany),008043016,1,1.1833333333333333
WESTERHAUSEN (Germany),008021168,1,3.566666666666667
AGLASTERHAUSEN (Germany),008050813,1,6.25
OBERHAUSEN-OSTERFELD SUED (Germany),008010022,2,5.2
WINTERHAUSEN (Germany),008022673,2,4.216666666666667
UNTERHAUSEN(BAY) (Germany),008002048,1,4.233333333333333
KOENNERN (Germany),008024176,1,1.9
ZENNERN (Germany),008005283,1,4.066666666666666
STEINERNE RENNE (Germany),008059805,2,3.6166666666666667
LUENERN (Germany),008010380,1,4.083333333333333
KONSTANZ (Germany),008014586,1,8.066666666666666
KONSTANZ-WOLLMATINGEN (Germany),008039347,2,8.233333333333333
FRANKFURT(M)KONSTABLERWACHE (Germany),008011078,1,4.3
KONZ (Germany),008025360,1,7.616666666666666
KONZ KREUZ (Germany),008025146,2,7.566666666666666
KONZ MITTE (Germany),008025185,2,7.716666666666667
KONZ-KARTHAUS (Germany),008025184,2,7.666666666666667
UNNAU-KORB (Germany),008019537,2,6.7
KORNTAL (Germany),008029441,2,6.05
KORNWESTHEIM PBF (Germany),008029026,2,5.866666666666666
WESTHEIM(WESTF) (Germany),008008507,1,4.2
WESTHEIM(SCHWAB) (Germany),008002116,1,4.916666666666667
WESTHEIM-LANGENDORF (Germany),008022554,2,4.45
KLEINOSTHEIM (Germany),008011177,1,4.716666666666667
ALTKOETZSCHENBRODA (Germany),008006222,1,2.85
RADEBEUL-KOETZSCHENBRODA (Germany),008006224,2,3.033333333333333
KOETHEN (Germany),008024137,1,1.8
KURORT RATHEN (Germany),008006009,1,2.533333333333333
ZEUTHEN (Germany),008085794,0,Inf
KRETSCHAM-ROTHENSEHMA (Germany),008006933,3,4.783333333333333
LATHEN (Germany),008021081,1,4.733333333333333
KRANICHFELD (Germany),008016036,2,2.6666666666666665
KLOSTERLECHFELD (Germany),008002184,1,5.45
KRAUTHAUSEN (Germany),008088410,2,6.116666666666666
UNTEROEWISHEIM M.-LUTHER-STR. (Germany),008011747,1,6.366666666666666
KREFELD HBF (Germany),008015035,1,4.733333333333333
KREFELD-LINN (Germany),008015047,1,4.85
KREFELD-OPPUM (Germany),008015044,1,4.883333333333334
KREFELD-UERDINGEN (Germany),008015050,1,4.633333333333334
KREUZTAL-LITTFELD (Germany),008008259,1,5.416666666666667
KREUZAU-EIFELSTRASSE (Germany),008088412,2,5.95
KREMMEN (Germany),008003552,0,1.0333333333333334
KREMPE (Germany),008001492,1,3.2666666666666666
BREMEN KREINSLOGER (Germany),008088637,2,4.083333333333333
KREMPERHEIDE (Germany),008001493,1,3.216666666666667
KREUZTAL (Germany),008008256,1,5.533333333333333
KREUZTAL-EICHEN (Germany),008008253,1,5.483333333333333
KREUZTAL-FERNDORF (Germany),008008338,2,5.7
KREUZSTRASSE (Germany),008020256,2,5.016666666666667
KRONSKAMP (Germany),008027049,1,2.75
KRONBERG SUED (Germany),008018925,2,4.616666666666666
KROEPELIN (Germany),008027121,1,3.216666666666667
SCHOEPPENSTEDT (Germany),008013279,1,2.8666666666666667
KRUMBACH(SCHWAB) (Germany),008002098,1,6.133333333333334
KRUMBACH-NIEDERRAUN. (Germany),008002218,2,6.183333333333334
KRUMBACH(SCHW)SCHULE (Germany),008002099,2,6.183333333333334
HOECHST MUEMLING-GRUMBACH (Germany),008011374,1,5.25
LAUTERECKEN-GRUMBACH (Germany),008019242,2,6.733333333333333
KRUMPA (Germany),008023022,2,1.8333333333333333
KUEHLUNGSBORN OST (Germany),008027903,2,4.1
KUEHLUNGSBORN WEST (Germany),008027905,2,4.25
KUEHLUNGSBORN MITTE (Germany),008027904,2,4.166666666666667
DENSBORN (Germany),008025163,1,6.816666666666666
BIRRESBORN (Germany),008025165,1,6.683333333333334
HAMBURG LANDUNGSBRUECKEN (Germany),008001051,2,1.9833333333333334
KULMBACH (Germany),008022017,1,3.6
CALMBACH SUED (Germany),008069538,2,6.6
LANGELSHEIM (Germany),008013401,1,2.7666666666666666
WEINHEIM-LUETZELSACHSEN (Germany),008011330,1,5.45
KUPFERMUEHLE (Germany),008001630,1,2.7333333333333334
ESSEN-KUPFERDREH (Germany),008010227,1,4.666666666666667
QUELLE-KUPFERHEIDE (Germany),008062793,2,3.716666666666667
RAMERBERG (Germany),008020186,2,5.65
SCHEMMERBERG (Germany),008029123,1,5.966666666666667
KUSEL (Germany),008019711,2,6.95
LEVERKUSEN MITTE (Germany),008008189,1,5.2
LEVERKUSEN CHEMPARK (Germany),008008482,1,5.333333333333333
KYLLBURG (Germany),008025161,1,7.016666666666667
KARLSRUHE-MUEHLBURG (Germany),008014083,2,5.733333333333333
MAULBURG (Germany),008014446,1,7.466666666666667
WEILBURG (Germany),008011441,1,5.616666666666666
STAPELBURG (Germany),008024488,1,3.066666666666667
KYRITZ (Germany),008043008,1,1.3166666666666667
POMMRITZ (Germany),008006096,2,3.55
PRITTITZ (Germany),008016003,2,2.2
LAAGE(MECKL) (Germany),008027057,1,2.7
LAABER (Germany),008026301,2,4.483333333333333
LADENBURG (Germany),008011332,1,5.333333333333333
LAUFENBURG(BADEN) (Germany),008014468,1,7.8
LAUFENBURG(BADEN)OST (Germany),008014469,1,7.85
LAGE(LIPPE) (Germany),008013463,1,3.4833333333333334
LAGE-EHLENBRUCH (Germany),008013487,1,3.4
LAGERLECHFELD (Germany),008002183,1,5.033333333333333
