name,extID,minswitches,minduration
BAD NEUENAHR-HEIMERS (Germany),008025031,2,6.5
NISTERTAL-BAD MARIENBERG (Germany),008019538,2,6.9
BONDORF(B HERRENBERG) (Germany),008029396,1,6.233333333333333
ZWINGENBERG(BADEN) (Germany),008014123,1,5.966666666666667
BAD HONNEF(RHEIN) (Germany),008015585,1,5.75
BAD STAFFELSTEIN (Germany),008022057,1,2.9833333333333334
BERGA(ELSTER) (Germany),008059096,1,2.9166666666666665
ELSTER(ELBE) (Germany),008023256,1,1.55
LINDA(ELSTER) (Germany),008023229,0,1.0666666666666667
JESSEN(ELSTER) (Germany),008023257,1,1.6833333333333333
FALKENBERG(ELSTER) (Germany),008023235,0,1.3833333333333333
NEUMUEHLE(ELSTER) (Germany),008059020,1,3.0166666666666666
HOLZDORF(ELSTER) (Germany),008023232,0,1.0833333333333333
BAD EMS (Germany),008019602,2,6.383333333333334
BAD EMS WEST (Germany),008019601,2,6.733333333333333
BAD MALENTE-GREMSMUEHLEN (Germany),008001355,1,3.4833333333333334
BAD ENDORF (Germany),008020156,1,5.3
BADEN-BADEN (Germany),008014277,0,5.716666666666667
BADEN(VERDEN) (Germany),008013745,2,3.25
BERGHAUSEN(BADEN) (Germany),008014106,2,5.933333333333334
BUEHL(BADEN) (Germany),008014281,1,5.933333333333334
MOSBACH(BADEN) (Germany),008014136,1,6.2
MURG(BADEN) (Germany),008014467,1,7.75
BAD URACH WASSERFALL (Germany),008061710,2,6.733333333333333
BAD OEYNHAUSEN SUED (Germany),008013440,1,3.8
BLANKENHEIM(SANGERHAUSEN) (Germany),008016484,1,2.033333333333333
DORTMUND KNAPPSCHAFTSKRANKENHAUS (Germany),008010052,2,4.433333333333334
NEUHAUSEN BAD BF (Germany),008014485,2,8.15
FRANKENTHAL HBF (Germany),008019073,1,5.2
BAD OLDESLOE-FRESENB (Germany),008047224,2,3.0833333333333335
BAD WALDSEE (Germany),008029195,2,6.433333333333334
BAD GRIESBACH(SCHWARZWALD) (Germany),008014305,1,7.083333333333333
FREIENOHL (Germany),008008197,1,4.666666666666667
FREIHALDEN (Germany),008002104,1,5.3
FREIENORLA (Germany),008016409,2,3.1
BAD OLDESLOE (Germany),008001326,1,2.3333333333333335
BAD FRIEDRICHSHALL-U (Germany),008029639,1,6.566666666666666
BAD FRIEDRICHSHALL-KOCHENDORF (Germany),008029636,2,6.233333333333333
BERLIN-FRIEDRICHSHAGEN (Germany),008003155,0,Inf
FRIEDRICHSTAL(BADEN) (Germany),008014069,1,5.683333333333334
FRIEDRICHSHAFEN OST (Germany),008029169,2,7.233333333333333
FRIEDRICHSHAFEN STADT (Germany),008029162,1,6.766666666666667
FRIEDRICHSHAFEN HAFEN (Germany),008029163,2,6.9
FRIEDRICHSHAFEN-MANZELL (Germany),008029165,2,7.1
FRIEDRICHSHAFEN-KLUFTERN (Germany),008084736,2,7.133333333333334
BAD WILDUNGEN-MANDER (Germany),008005280,1,4.233333333333333
GERMERSHEIM-SONDERNH (Germany),008019098,1,5.966666666666667
GUNDERSHEIM(RHEINHESS) (Germany),008019328,2,6.45
EDDERSHEIM (Germany),008011119,2,4.616666666666666
OBERGRIESBACH (Germany),008002136,1,4.616666666666666
BAD GROENENBACH (Germany),008002262,2,5.883333333333334
GRIESSEN(BADEN) (Germany),008014480,2,8.383333333333333
BAD GRUND(HARZ)/GITTELDE (Germany),008013103,1,2.65
"KULLENMUEHLE, BAD HERRENALB (Germany)",008011501,2,6.183333333333334
HERRENSEE (Germany),008003285,0,Inf
BAD ROTHENFELDE-DISS (Germany),008021483,1,4.35
ILFELD BAD (Germany),008059836,3,3.5833333333333335
BERLIN-SPINDLERSFELD (Germany),008003363,1,Inf
HOMBURG(SAAR)HBF (Germany),008025459,1,6.133333333333334
"LIMBACH(B HOMBURG,SAAR) (Germany)",008025461,2,6.35
BAD HOENNINGEN (Germany),008019485,1,6.7
BAD SAECKINGEN (Germany),008014466,1,7.35
BAD LAASPHE-FEUDINGEN (Germany),008008319,2,5.683333333333334
BAD SALZUNGEN (Germany),008016129,1,3.0833333333333335
BAD KARLSHAFEN (Germany),008013223,1,3.816666666666667
KARLSHAGEN (Germany),008044402,2,3.716666666666667
BAD GRIESBACH-KARPFH (Germany),008026520,2,6.616666666666666
BERLIN-KARLSHORST (Germany),008003149,0,Inf
BERLIN-KARLSHORST (S) (Germany),008085774,0,Inf
KARLSBAD-SPIELBERG (Germany),008040621,2,6.266666666666667
"FISCHWEIER, KARLSBAD (Germany)",008040624,2,6.083333333333333
KARLSBAD-ITTERSBACHR (Germany),008011719,2,6.4
BAD WIMPFEN (Germany),008014198,1,5.916666666666667
KISSING (Germany),008002143,1,4.466666666666667
BAD KOENIG (Germany),008011411,1,5.316666666666666
BAD KOENIG ZELL (Germany),008011412,1,5.366666666666666
BAD KLEINEN (Germany),008027016,0,2.2666666666666666
KOENIGSHOFEN(BADEN) (Germany),008029753,2,5.633333333333334
BAD WOERISHOFEN (Germany),008002395,1,5.216666666666667
KOENIGSHOFEN(KAHL) (Germany),008047709,1,5.283333333333333
BAD KOESTRITZ (Germany),008016696,1,2.2333333333333334
BAD KOETZTING (Germany),008026262,3,5.716666666666667
BAD KOETZTING ZELLERTAL (Germany),008049301,3,5.8
BAD KREUZNACH (Germany),008019186,1,5.733333333333333
BAD TEINACH-NEUBULACH (Germany),008029474,2,6.783333333333333
BAD URACH (Germany),008029306,2,6.783333333333333
BAD ABBACH (Germany),008026316,1,4.683333333333334
BAD SACHSA (Germany),008013084,1,3.5
BAD RODACH (Germany),008022821,1,2.816666666666667
BAD LAASPHE (Germany),008008316,2,5.466666666666667
BAD LAASPHE-NIEDERLAASPHE (Germany),008091699,2,5.433333333333334
BAD LAUSICK (Germany),008023525,1,2.1333333333333333
KARLSBAD-LANGENSTEINBACH (Germany),008040633,2,6.2
"LANGENSTEINBACH ST. BARBARA, KARLSBAD (Germany)",008011723,2,6.233333333333333
LANGENSTEIN (Germany),008024445,1,3.0166666666666666
LANGENSELBOLD (Germany),008011048,1,4.35
LAUTENBACH(BADEN) (Germany),008014299,1,6.616666666666666
BAD MUENSTER A STEIN (Germany),008019187,1,5.833333333333333
GREBENSTEIN (Germany),008005181,2,3.7666666666666666
LIEBENTHAL(PRIGNITZ) (Germany),008027191,0,1.7
GROEBENZELL (Germany),008020366,2,4.366666666666666
BAD SODEN-SALMUENSTER (Germany),008011038,1,4.033333333333333
BERLIN-MARIENFELDE (Germany),008008608,0,Inf
MARIENBORN (Germany),008024036,1,2.533333333333333
SONTHEIM-BERGENWE. (Germany),008029708,2,6.033333333333333
EGESTORF(DEISTER) (Germany),008013525,1,2.5166666666666666
WENNIGSEN(DEISTER) (Germany),008013524,1,2.45
KIRCHDORF(DEISTER) (Germany),008013522,1,2.566666666666667
BASEL BAD BF (Germany),008014431,0,6.9
NAUHEIM(B GR.GERAU) (Germany),008011234,2,5.216666666666667
BAD NENNDORF (Germany),008013529,1,2.6666666666666665
BAD BODENDORF (Germany),008025032,2,6.433333333333334
BAD NEUENAHR-AHRWEIL (Germany),008025029,2,6.616666666666666
BAD NEUENAHR-AHRW-MA (Germany),008025028,2,6.65
BAD NEUENAHR-WALPORZ (Germany),008025027,2,6.7
BAD NEUSTADT(SAALE) (Germany),008022444,1,3.3333333333333335
NEUENBURG(BADEN) (Germany),008030446,1,7.1
DRESDEN-NEUSTADT (Germany),008006216,0,1.7
BREMEN NEUSTADT (Germany),008013821,2,3.683333333333333
NEUSTADT-BOEBIG (Germany),008014659,1,5.466666666666667
NEUSTADT(WEINSTR)HBF (Germany),008019404,1,5.3
MAGDEBURG-NEUSTADT (Germany),008024002,0,1.65
HALLE-NEUSTADT (Germany),008023058,2,1.85
BAD KOHLGRUB KURHAUS (Germany),008020527,3,5.85
BAD PYRMONT (Germany),008013446,1,3.3666666666666667
DREIEICH-DREIEICHENHAIN (Germany),008011288,1,4.566666666666666
REDWITZ(RODACH) (Germany),008022052,1,3.2666666666666666
BAD SUDERODE (Germany),008024441,2,3.3
BAD SALZDETFURTH (Germany),008013013,1,2.5166666666666666
BAD SALZDETFURTH-BOD (Germany),008013012,1,2.6
BAD SALZDETFURTH-GRO (Germany),008013378,1,2.35
BAD SALZDETFURTH SOLEBAD (Germany),008071979,1,2.466666666666667
BAD SALZUFLEN (Germany),008013467,1,3.6166666666666667
BAD SALZUFLEN-SCHOET (Germany),008013466,1,3.6666666666666665
BAD SALZUFLEN-SYLBAC (Germany),008013465,1,3.7333333333333334
BAD SAULGAU (Germany),008029186,1,6.666666666666667
BAD SCHOENBORN-KRONAU (Germany),008014037,1,5.783333333333333
SCHMIEDEBERG-NAUNDORF (Germany),008012885,2,4.933333333333334
SCHMIEDEBERG (DRESDEN) (Germany),008012884,2,5.016666666666667
AUSSENRIED (Germany),008026476,2,6.65
SCHWALBACH(TAUNUS)NORD (Germany),008072537,2,4.85
SCHWALBACH(TAUNUS)LIMES (Germany),008011132,2,4.866666666666666
MEUSELBACH-SCHWARZMUEHLE (Germany),008016303,2,3.6166666666666667
BURGBERNHEIM-WILDBAD (Germany),008022708,1,4.233333333333333
KLEIN WINTERNHEIM-OBER OLM (Germany),008019270,2,5.666666666666667
BURGBERNHEIM (Germany),008022517,2,4.05
BAD SODEN(TAUNUS) (Germany),008011109,2,4.95
HOFHEIM(TAUNUS) (Germany),008011111,1,4.616666666666666
OBERURSEL(TAUNUS) (Germany),008011133,2,4.716666666666667
NIEDERNHAUSEN(TAUNUS) (Germany),008011116,1,4.8
HAUSEN(TAUNUS) (Germany),008011145,1,5.733333333333333
KRONBERG(TAUNUS) (Germany),008011129,2,4.65
UFFING A STAFFELSEE (Germany),008020302,2,5.133333333333334
STAFFEL (Germany),008011493,2,5.85
BAD SULZA (Germany),008016015,1,2.1166666666666667
SULZFELD(BADEN) (Germany),008014097,2,6.683333333333334
STEINACH(BADEN) (Germany),008014500,1,6.683333333333334
NECKARSTEINACH (Germany),008014116,1,5.583333333333333
BAD URACH ERMSTALKLINIK (Germany),008080654,2,6.766666666666667
BAD VILBEL-GRONAU (Germany),008011193,1,5.383333333333334
FRIEDEWALD(KR DRESDEN) BAD (Germany),008006905,2,2.9
BAD WILDBAD BF (Germany),008029456,2,6.633333333333334
BAD WILDBAD NORD (Germany),008069539,2,6.616666666666666
BAD WILDBAD KURPARK (Germany),008084987,2,6.7
BAD WILDBAD-CALMBACH (Germany),008029457,2,6.55
BAD WILDBAD UHLANDPLATZ (Germany),008085061,2,6.683333333333334
BAD WILDUNGEN (Germany),008005277,1,4.366666666666666
BAD WILDUNGEN-WEGA (Germany),008005279,1,4.283333333333333
BAD WILSNACK (Germany),008027314,0,1.35
BAD WIMPFEN-HOHENSTADT (Germany),008014200,2,6.033333333333333
HORN-BAD MEINBERG (Germany),008013458,1,4.066666666666666
ROSENBERG(BADEN) (Germany),008029745,2,6.583333333333333
NEUNKIRCHEN(SAAR)-WELLESWEILER (Germany),008025454,2,6.333333333333333
BALTERSWEILER (Germany),008025295,2,6.916666666666667
IMSWEILER (Germany),008019262,2,5.85
ENZISWEILER (Germany),008002373,2,7.416666666666667
LANDSWEILER-REDEN (Germany),008025426,2,6.85
ALBERSWEILER(PFALZ) (Germany),008019660,2,6.216666666666667
KAPELLEN-DRUSWEILER (Germany),008024996,2,6.033333333333333
ESCHWEILER-WEISWEILER (Germany),008069835,2,5.933333333333334
WEMMETSWEILER RATHAUS (Germany),008025437,2,6.6
BAIERSDORF (Germany),008022161,1,3.533333333333333
BIERSDORF-ORT(WW) (Germany),008045606,2,6.35
BIERSDORF(WESTERW) (Germany),008045603,2,6.316666666666666
BAIERBRUNN (Germany),008020507,2,4.4
BALINGEN SUED (Germany),008029355,2,7.616666666666666
BALINGEN(WUERTT) (Germany),008029345,1,7.183333333333334
BALINGEN-FROMMERN (Germany),008029346,2,7.683333333333334
BALINGEN-ENGSTLATT (Germany),008029344,2,7.533333333333333
SOLINGEN HBF (Germany),008008182,1,4.566666666666666
BARMSTEDT BRUNNENSTR (Germany),008043806,2,2.85
WEGENSTEDT (Germany),008024049,1,2.0833333333333335
SCHOENSTEDT (Germany),008016583,1,2.9
BALVE (Germany),008008227,2,5.15
BALVE-BINOLEN (Germany),008008225,2,4.95
BALVE-GARBECK (Germany),008008228,2,5.216666666666667
BALVE-SANSSOUCI (Germany),008008226,2,5.083333333333333
BALVE-VOLKRINGHAUSEN (Germany),008008626,2,5.05
BALDHAM (Germany),008020207,2,4.516666666666667
HALLSTADT(B BAMBERG) (Germany),008022089,1,2.816666666666667
BARBELROTH (Germany),008019467,2,5.95
BARGTEHEIDE (Germany),008001629,1,2.65
BARGSTEDT (Germany),008058587,3,3.3333333333333335
HEIDELBERG HBF (Germany),008014021,1,5.116666666666666
BARMSTEDT (Germany),008043807,2,2.8666666666666667
SCHWARMSTEDT (Germany),008013680,1,2.7666666666666666
HELMSTEDT (Germany),008013228,1,2.2
BARNTEN (Germany),008013504,1,2.783333333333333
BARNSTORF(HAN) (Germany),008021043,1,4.133333333333334
BARSINGHAUSEN (Germany),008013526,1,2.6
BARSINGHAUSEN-BANTOR (Germany),008013528,1,2.7
BARSINGHAUSEN-WINNIN (Germany),008013527,1,2.6666666666666665
MESSINGHAUSEN (Germany),008008511,1,4.716666666666667
BERINGHAUSEN (Germany),008008510,1,4.633333333333334
BIRKENBRINGHAUSEN (Germany),008005311,2,5.316666666666666
RECKLINGHAUSEN HBF (Germany),008010138,1,4.616666666666666
BARTH (Germany),008028528,2,3.816666666666667
BARTHMUEHLE (Germany),008059062,2,3.4
BARUTH(MARK) (Germany),008004361,0,Inf
MARKT BIBART (Germany),008022520,1,3.4833333333333334
BRUECK(MARK) (Germany),008003408,0,Inf
BRIESEN(MARK) (Germany),008003165,0,1.3
BLUMENTHAL(MARK) (Germany),008043000,1,1.6333333333333333
BASSUM (Germany),008021046,1,3.9166666666666665
WITTENBERGE (Germany),008027317,0,1.4666666666666666
LUTHERSTADT WITTENBERG HBF (Germany),008023141,0,1.2
PLETTENBERG (Germany),008008275,1,4.766666666666667
LUTHERSTADT WITTENBERG-PIESTERITZ (Germany),008023249,1,Inf
BAUMHOLDER (Germany),008025290,2,6.566666666666666
BERLIN BAUMSCHULENWEG (Germany),008024931,0,Inf
BAUNACH (Germany),008022075,1,2.966666666666667
BAUNATAL-GUNTERSHAUSEN (Germany),008005369,1,3.25
BAUNATAL-RENGERSHAUSEN (Germany),008005368,1,3.183333333333333
BAUTZEN (Germany),008006099,2,3.35
DEUTZEN (Germany),008023560,2,2.05
BAYREUTH HBF (Germany),008022249,1,3.716666666666667
BAYREUTH-LAINECK (Germany),008022253,2,4.633333333333334
BAYREUTH-FRIEDRICHST (Germany),008022254,2,4.033333333333333
BAYREUTH-ST GEORGEN (Germany),008022252,2,3.95
BAYRISCHZELL (Germany),008053403,2,6.2
BAYRISCH GMAIN (Germany),008020103,2,6.833333333333333
BUBENREUTH (Germany),008022162,1,3.4833333333333334
BEBRA (Germany),008005605,1,3.2
NEBRA (Germany),008016633,2,2.8333333333333335
NIEDERTREBRA (Germany),008016016,1,2.183333333333333
HOHENEBRA ORT (Germany),008016444,1,2.7
REINSDORF(BEI NEBRA) (Germany),008096844,2,2.716666666666667
BECKUM-NEUBECKUM (Germany),008013612,1,3.433333333333333
BECKEDORF/KLINKUM N (Germany),008088635,2,3.9833333333333334
BECKINGEN(SAAR) (Germany),008025347,2,7.283333333333333
BEDBURG-HAU (Germany),008015014,1,5.933333333333334
BEDBURG(ERFT) (Germany),008015283,1,5.716666666666667
BEELITZ STADT (Germany),008003465,1,1.55
BEELITZ-HEILSTAETTEN (Germany),008003490,0,Inf
BEELEN (Germany),008021466,1,3.9166666666666665
DELITZSCH (Germany),008082893,1,1.1666666666666667
BEESKOW (Germany),008003299,1,1.5166666666666666
ZIELITZ (Germany),008024079,1,2.45
ZIELITZ ORT (Germany),008060886,1,1.6333333333333333
BUCKOW(BEESKOW) (Germany),008003310,1,1.4166666666666667
BEILRODE (Germany),008023410,1,2.2333333333333334
LENGGRIES (Germany),008053411,2,5.483333333333333
OBERGRIES (Germany),008053414,2,5.433333333333334
STETTEN-BEINSTEIN (Germany),008029518,2,5.966666666666667
NECKARHAUSEN BEI NECKARSTEINACH (Germany),008014118,1,5.633333333333334
GEROLSTEIN (Germany),008025037,1,6.5
BELGERSHAIN (Germany),008023522,1,2.316666666666667
SCHILTACH (Germany),008014211,1,7.116666666666666
BENNDORF-KLOSTERMANSFELD (Germany),008024232,1,2.816666666666667
DABENDORF (Germany),008003395,0,Inf
LAUBENDORF (Germany),008022490,1,3.7333333333333334
REUTH(B ERBENDORF) (Germany),008026107,2,5.016666666666667
BEYENDORF (Germany),008024142,1,2.05
BENSHEIM (Germany),008011306,1,4.65
BENSHAUSEN (Germany),008016166,2,3.0833333333333335
EITENSHEIM (Germany),008020405,1,4.1
BENSERSIEL (Germany),008021712,2,5.65
INSHEIM (Germany),008019430,1,5.983333333333333
BERCHTESGADEN HBF (Germany),008020097,2,7.2
MERCHING (Germany),008002150,1,4.95
ELSTERBERG (Germany),008016723,2,3.25
ELSTERBERG-KUNSTSEIDENWERK (Germany),008059060,2,3.283333333333333
BERGA-KELBRA (Germany),008016504,1,2.466666666666667
BERGEN AUF RUEGEN (Germany),008028496,1,3.683333333333333
BERGEN(OBERBAY) (Germany),008020143,1,5.6
BERLIN HEIDELBERGER PLATZ (Germany),008033463,0,Inf
BERGHEIM(ERFT) (Germany),008015293,1,5.466666666666667
BERGTHEIM (Germany),008022476,1,3.9
WEINHEIM(BERGSTR)HBF (Germany),008011311,1,4.8
BERGHAUSEN AM STADION (Germany),008040623,2,5.966666666666667
BERGHAUSEN PFINZBRUECKE (Germany),008040662,2,5.9
BERGISCH GLADBACH (Germany),008015639,1,5.216666666666667
FISCHBACH(NUERNBERG) (Germany),008022335,1,3.0166666666666666
MOENCHENGLADBACH-LUERRIP (Germany),008015217,1,5.416666666666667
MOENCHENGLADBACH-RHY (Germany),008015172,1,5.383333333333334
MOENCHENGLADBACH-HER (Germany),008015182,1,5.9
MOENCHENGLADBACH-RHO (Germany),008015236,1,5.633333333333334
MOENCHENGLADBACH-WIC (Germany),008015180,1,5.966666666666667
MOENCHENGLADBACH-GENHAUSEN (Germany),008015219,2,5.783333333333333
BERGSDORF (Germany),008028053,0,Inf
BERGWITZ (Germany),008023143,1,1.4166666666666667
BERLIN-SPANDAU (Germany),008003025,0,Inf
BERLIN-KAROW (Germany),008003332,0,Inf
BERLIN-BUCH (Germany),008003331,0,Inf
BERLIN-PANKOW (Germany),008085785,0,Inf
BERNAU(B BERLIN) (Germany),008003328,0,Inf
BERLIN-FROHNAU (Germany),008033450,0,Inf
BERLIN-GRUENAU (Germany),008083398,0,Inf
BERNAU (S) (Germany),008085758,0,Inf
BERLIN HOHENZOLLERNDAMM (Germany),008033464,0,Inf
BERLIN JUNGFERNHEIDE (S) (Germany),008072196,0,Inf
BERLIN JUNGFERNHEIDE (Germany),008003064,0,Inf
BERLIN-WITTENAU (WILHELMSRUHER DAMM) (Germany),008033477,0,Inf
BERNBURG (Germany),008024184,1,2.15
BERNBURG-WALDAU (Germany),008024183,1,2.75
BERNBURG-FRIEDENSHALL (Germany),008024185,1,2.0833333333333335
BERNBURG-STRENZFELD (Germany),008024406,1,2.816666666666667
NUERNBERG ROTHENBURGER STR. (Germany),008022192,1,3.0166666666666666
OBERNBURG-ELSENFELD (Germany),008022629,2,5.066666666666666
BERLIN ORANIENBURGER STRASSE (Germany),008003056,0,Inf
BERLIN BRANDENBURGER TOR (Germany),008003057,0,Inf
BERLIN CHARLOTTENBURG (S) (Germany),008085188,0,Inf
BERNE (Germany),008013836,2,3.9833333333333334
BERNRIED (Germany),008020311,2,4.966666666666667
BERLIN-RAHNSDORF (Germany),008089479,0,Inf
BAERNSDORF (Germany),008006909,2,3.2
ZERNSDORF (Germany),008003319,1,1.0333333333333334
BERLIN-BIESDORF (Germany),008003255,0,Inf
BERTSDORF (Germany),008006968,2,3.9
BERLIN-HERMSDORF (Germany),008033451,0,Inf
BERNAU-FRIEDENSTAL (Germany),008007863,0,Inf
SELIGENSTADT(HESS) (Germany),008011367,1,4.5
HEILBAD HEILIGENSTADT (Germany),008016538,1,3.15
SELIGENSTADT(B WUERZBURG) (Germany),008022477,1,3.966666666666667
EBERMANNSTADT (Germany),008022148,2,4.233333333333333
BERSENBRUECK (Germany),008021259,1,3.95
BERKENBRUECK (Germany),008003164,0,1.4
MERSEBURG BERGMANNSRING (Germany),008023016,2,1.5666666666666667
BERLIN-ADLERSHOF (Germany),008003365,0,Inf
BERLIN-OBERSPREE (Germany),008003362,1,Inf
BERLIN-WARTENBERG (Germany),008003239,0,Inf
BESIGHEIM (Germany),008029611,1,6.066666666666666
BOEDIGHEIM (Germany),008014156,2,6.266666666666667
BIETIGHEIM-BISSINGEN (Germany),008029014,1,5.866666666666666
BIETIGHEIM ELLENTAL (Germany),008073478,1,6.083333333333333
WERTHEIM-BESTENHEID (Germany),008029774,2,5.95
ROIGHEIM (Germany),008029645,1,6.116666666666666
EUBIGHEIM (Germany),008029747,2,6.35
BETZDORF(SIEG) (Germany),008019772,1,6.05
FRETZDORF (Germany),008027237,0,1.4833333333333334
HETZDORF(FLOEHATAL) (Germany),008006387,2,3.783333333333333
REUTLINGEN-BETZINGEN (Germany),008029313,2,6.716666666666667
DIETZENBACH-STEINBERG (Germany),008080502,2,5.05
BEVERUNGEN-WEHRDEN (Germany),008013219,1,3.9833333333333334
LAUENFOERDE-BEVERUNGEN (Germany),008013221,1,3.8833333333333333
LANGEN-FLUGSICHERUNG (Germany),008061591,1,4.683333333333334
BEXBACH (Germany),008025455,2,6.3
BEUTELSBACH (Germany),008029520,2,6.033333333333333
BIBERACH(RISS) (Germany),008029126,1,5.966666666666667
BIBERACH(RISS) SUED (Germany),008068634,1,6.15
BIEDENKOPF (Germany),008005328,2,5.25
BIEDENKOPF CAMPUS (Germany),008062405,2,5.3
BIEDENKOPF-WALLAU (Germany),008005330,2,5.366666666666666
BIEDERITZ (Germany),008024005,1,1.8333333333333333
EDENKOBEN (Germany),008019421,1,5.7
BIELEFELD-BRACKWEDE (Germany),008013603,1,3.216666666666667
BIELEFELD HBF (Germany),008013597,0,2.816666666666667
BIELEFELD OST (Germany),008013494,1,3.1
BIELEFELD-SENNE (Germany),008095680,2,3.5
BIELEFELD-QUELLE (Germany),008021490,1,3.6666666666666665
BIELEFELD-OLDENTRUP (Germany),008032031,1,3.1666666666666665
BIELEFELD-SENNESTADT (Germany),008021493,1,3.5166666666666666
BIELEFELD-UBBEDISSEN (Germany),008013490,1,3.2333333333333334
BIELEFELD-WINDELSBL. (Germany),008021492,2,3.533333333333333
BIELEFELD-QUELLE ALBERTSTRASSE (Germany),008076133,1,3.65
BIESENTHAL (Germany),008028224,0,Inf
UNTERWIESENTHAL (Germany),008006938,3,5.283333333333333
HAMMERUNTERWIESENTHAL (Germany),008006936,3,5.183333333333334
KURORT OBERWIESENTHAL (Germany),008083659,3,5.366666666666666
WIESENTHAU (Germany),008022145,2,4.05
BINDLACH-RAMSENTHAL (Germany),008022246,2,4.383333333333334
BIESSENHOFEN (Germany),008002289,1,5.25
BIESSENHOFEN-EBENHOF (Germany),008002290,1,5.833333333333333
ALT ROSENTHAL (Germany),008003280,0,Inf
LUISENTHAL(SAAR) (Germany),008025384,2,6.916666666666667
DUISBURG-BISSINGHEIM (Germany),008010171,1,4.8
BISSENDORF-WISSINGEN (Germany),008021167,1,3.6333333333333333
BIETINGEN (Germany),008014491,2,8.05
BISINGEN (Germany),008029343,2,7.45
SINGEN INDUSTRIEGEBIET (Germany),008034614,2,7.9
BIERINGEN (Germany),008029324,1,7.183333333333334
BILLERBECK (Germany),008021414,2,4.616666666666666
BILLERBECK-LUTUM (Germany),008021140,1,4.8
DORTMUND-APLERBECK (Germany),008010080,1,4.15
DORTMUND-APLERBECK SUED (Germany),008010078,1,4.016666666666667
BINGEN(RHEIN) HBF (Germany),008019039,1,5.366666666666666
BINGEN(RHEIN) STADT (Germany),008019041,2,5.766666666666667
BINGEN-GAULSHEIM (Germany),008019044,2,5.75
WEIL AM RHEIN (Germany),008014427,1,7.166666666666667
WEIL AM RHEIN OST (Germany),008014429,2,7.416666666666667
WEIL AM RHEIN-GARTENSTADT (Germany),008060814,2,7.366666666666666
WEIL AM RHEIN-PFAEDLISTRASSE (Germany),008060818,2,7.383333333333334
BIRKENFELD(ENZ) (Germany),008029463,2,6.233333333333333
BIRKENFELD(NAHE) FH (Germany),008025286,1,6.166666666666667
BIRKENSTEIN (Germany),008033457,1,Inf
BIRKENAU (Germany),008011313,2,5.316666666666666
BIRKENGRUND (Germany),008003436,0,Inf
BIRKENMOOR (Germany),008059827,3,3.9833333333333334
BIRKENWERDER(B BERLIN) (Germany),008003572,0,Inf
BIRKENAU-REISEN (Germany),008011314,2,5.4
